4.498290829360485077e-03,1.424764633178710938e+00,2.080471298995861584e+00,1.000000000000000000e+00
6.783389952033758163e-03,1.430807113647460938e+00,5.292475971478449726e-01,3.000000000000000000e+00
9.068489074707031250e-03,1.436249732971191406e+00,1.201179284763696842e+00,0.000000000000000000e+00
1.129055023193359375e-02,1.441104173660278320e+00,1.823604219496588685e+00,1.000000000000000000e+00
1.357936859130859375e-02,1.445364594459533691e+00,4.357065553332983843e-01,3.000000000000000000e+00
1.592903211712837219e-02,1.449023246765136719e+00,2.018135757755896986e-01,3.000000000000000000e+00
1.820716820657253265e-02,1.452075242996215820e+00,1.652554081114091078e+00,1.000000000000000000e+00
2.067060396075248718e-02,1.455828428268432617e+00,-3.970551049519218445e+00,2.000000000000000000e+00
2.305021323263645172e-02,1.458979129791259766e+00,2.050041890995915050e+00,1.000000000000000000e+00
2.542972564697265625e-02,1.461529970169067383e+00,1.077062299081291030e+00,0.000000000000000000e+00
2.788705751299858093e-02,1.463469982147216797e+00,-2.099726962341310343e-01,3.000000000000000000e+00
3.027210198342800140e-02,1.464805245399475098e+00,1.535672136382232766e+00,1.000000000000000000e+00
3.274907916784286499e-02,1.465536713600158691e+00,-9.084949218172926333e-01,3.000000000000000000e+00
3.522615507245063782e-02,1.465667963027954102e+00,1.932416112848045486e-02,0.000000000000000000e+00
3.783321380615234375e-02,1.466593027114868164e+00,-2.072207329908041906e+00,2.000000000000000000e+00
4.044027253985404968e-02,1.466917514801025391e+00,1.282956635121763611e-01,0.000000000000000000e+00
4.293441772460937500e-02,1.467886567115783691e+00,1.621296835886710253e-01,2.000000000000000000e+00
4.548807069659233093e-02,1.468245744705200195e+00,-8.264692575242225114e-01,3.000000000000000000e+00
4.796953126788139343e-02,1.468015313148498535e+00,7.781545055514424991e-01,1.000000000000000000e+00
5.045089870691299438e-02,1.467184662818908691e+00,-3.181681266638065608e-01,0.000000000000000000e+00
5.293235927820205688e-02,1.465754032135009766e+00,-5.337946790522209994e-01,0.000000000000000000e+00
5.547752231359481812e-02,1.463711500167846680e+00,-1.693480054638796473e+00,3.000000000000000000e+00
5.794258043169975281e-02,1.461077332496643066e+00,5.251084126138153008e-02,1.000000000000000000e+00
6.053075939416885376e-02,1.458954453468322754e+00,-3.726870641579466681e-01,2.000000000000000000e+00
6.304159015417098999e-02,1.456217527389526367e+00,1.998516649722728300e-01,1.000000000000000000e+00
6.555233150720596313e-02,1.452880501747131348e+00,-8.065706326985377927e-01,0.000000000000000000e+00
6.813945621252059937e-02,1.448928356170654297e+00,-1.979899360337980196e+00,3.000000000000000000e+00
7.080183178186416626e-02,1.444365382194519043e+00,-2.183362870296291280e+00,3.000000000000000000e+00
7.346429675817489624e-02,1.439202666282653809e+00,-1.413155442691930830e+00,0.000000000000000000e+00
7.612667232751846313e-02,1.433439850807189941e+00,-1.470354489096393991e+00,0.000000000000000000e+00
7.878904044628143311e-02,1.427077293395996094e+00,-1.511595512715956602e+00,0.000000000000000000e+00
8.145151287317276001e-02,1.420114636421203613e+00,-1.538964612183605141e+00,0.000000000000000000e+00
8.411731570959091187e-02,1.413774251937866211e+00,2.066825452459920776e+00,2.000000000000000000e+00
8.669128268957138062e-02,1.406848073005676270e+00,-5.478928068216635250e-01,1.000000000000000000e+00
8.916969597339630127e-02,1.399317502975463867e+00,-4.511154934916123960e-01,1.000000000000000000e+00
9.164800494909286499e-02,1.391186833381652832e+00,-1.171289314896966971e+00,0.000000000000000000e+00
9.420518577098846436e-02,1.382442831993103027e+00,-1.984482743923705383e+00,3.000000000000000000e+00
9.684896469116210938e-02,1.373084545135498047e+00,-2.208264385067308044e+00,3.000000000000000000e+00
9.949274361133575439e-02,1.363126397132873535e+00,-1.497602599058694750e+00,0.000000000000000000e+00
1.020624190568923950e-01,1.352568745613098145e+00,-8.586059248255810683e-01,1.000000000000000000e+00
1.046321839094161987e-01,1.341411352157592773e+00,-1.280838490826482712e+00,0.000000000000000000e+00
1.073912605643272400e-01,1.330288648605346680e+00,1.232626908385270892e-01,2.000000000000000000e+00
1.101502403616905212e-01,1.318565964698791504e+00,-1.140769239913879574e+00,0.000000000000000000e+00
1.130067855119705200e-01,1.306230545043945312e+00,-1.999657283685307929e+00,3.000000000000000000e+00
1.158632263541221619e-01,1.293295264244079590e+00,-1.298367429166233933e+00,0.000000000000000000e+00
1.187896728515625000e-01,1.279753327369689941e+00,-1.883946559939515764e+00,3.000000000000000000e+00
1.216527000069618225e-01,1.265607118606567383e+00,-9.343696260510785390e-01,1.000000000000000000e+00
1.245156303048133850e-01,1.250860929489135742e+00,-1.198742544864899173e+00,0.000000000000000000e+00
1.274606734514236450e-01,1.235502839088439941e+00,-1.856548700622424830e+00,3.000000000000000000e+00
1.303403824567794800e-01,1.219543337821960449e+00,-8.595772104000320990e-01,1.000000000000000000e+00
1.333581954240798950e-01,1.204292774200439453e+00,3.339019562177054645e+00,2.000000000000000000e+00
1.363019943237304688e-01,1.188448190689086914e+00,-5.603743250510706542e-01,1.000000000000000000e+00
1.392457932233810425e-01,1.172003626823425293e+00,-8.936258172486759577e-01,0.000000000000000000e+00
1.421872079372406006e-01,1.155573606491088867e+00,1.318921200212071154e+00,2.000000000000000000e+00
1.450488120317459106e-01,1.138540744781494141e+00,-3.417249203888264031e-01,1.000000000000000000e+00
1.478173285722732544e-01,1.120913505554199219e+00,-1.192000490816552682e-03,1.000000000000000000e+00
1.505857408046722412e-01,1.102686285972595215e+00,-3.596494927375601947e-01,0.000000000000000000e+00
1.533541679382324219e-01,1.083859324455261230e+00,-3.111873711300745526e-01,0.000000000000000000e+00
1.560377180576324463e-01,1.064441919326782227e+00,2.845070414444148543e-01,1.000000000000000000e+00
1.587212532758712769e-01,1.044424891471862793e+00,-7.026243333541515312e-03,0.000000000000000000e+00
1.614048033952713013e-01,1.023808479309082031e+00,4.300354591762811651e-02,0.000000000000000000e+00
1.640883386135101318e-01,1.002592563629150391e+00,9.319512299663301746e-02,0.000000000000000000e+00
1.668505668640136719e-01,9.807728528976440430e-01,-3.692659094269561404e-01,3.000000000000000000e+00
1.696949899196624756e-01,9.583604335784912109e-01,-4.856641221842881162e-01,3.000000000000000000e+00
1.724719107151031494e-01,9.363719224929809570e-01,3.963749842940285539e+00,2.000000000000000000e+00
1.751703321933746338e-01,9.137821197509765625e-01,1.867639933593363832e-01,1.000000000000000000e+00
1.777708083391189575e-01,8.905942440032958984e-01,5.344084030564044685e-01,1.000000000000000000e+00
1.803712844848632812e-01,8.668068647384643555e-01,2.953287411043845623e-01,0.000000000000000000e+00
1.828946173191070557e-01,8.424124717712402344e-01,6.937592143488029439e-01,1.000000000000000000e+00
1.854179352521896362e-01,8.174188733100891113e-01,-1.013771574335407877e+00,0.000000000000000000e+00
1.879412680864334106e-01,7.918260097503662109e-01,-9.716813861934383567e-01,0.000000000000000000e+00
1.905488073825836182e-01,7.669229507446289062e-01,4.028088405928269999e+00,2.000000000000000000e+00
1.931563317775726318e-01,7.414209246635437012e-01,-1.041629473098623748e+00,0.000000000000000000e+00
1.955784857273101807e-01,7.160767316818237305e-01,2.374278359615698442e+00,2.000000000000000000e+00
1.979164183139801025e-01,6.901298165321350098e-01,-1.003627708837909749e+00,1.000000000000000000e+00
2.003196775913238525e-01,6.649854183197021484e-01,4.383638942977438724e+00,2.000000000000000000e+00
2.027228325605392456e-01,6.392423510551452637e-01,-1.258027429128446784e+00,0.000000000000000000e+00
2.051260024309158325e-01,6.129006743431091309e-01,-1.218757990517474354e+00,0.000000000000000000e+00
2.075289785861968994e-01,5.859603881835937500e-01,-1.182061065233853014e+00,0.000000000000000000e+00
2.099319398403167725e-01,5.584216117858886719e-01,-1.148523572894674771e+00,0.000000000000000000e+00
2.122755944728851318e-01,5.302736759185791016e-01,-1.220606419957902089e+00,1.000000000000000000e+00
2.147066146135330200e-01,5.015518665313720703e-01,-1.123890917852348847e+00,3.000000000000000000e+00
2.171603143215179443e-01,4.737051725387573242e-01,4.904789214887398607e+00,2.000000000000000000e+00
2.196137458086013794e-01,4.452598690986633301e-01,-1.182580225826740161e+00,0.000000000000000000e+00
2.219944894313812256e-01,4.162071943283081055e-01,-1.282616283321089012e+00,1.000000000000000000e+00
2.244376242160797119e-01,3.865677118301391602e-01,-1.303370550523452520e+00,3.000000000000000000e+00
2.266508042812347412e-01,3.575974702835083008e-01,4.363002193932016048e+00,2.000000000000000000e+00
2.289301902055740356e-01,3.280568420886993408e-01,-1.152695095654734159e+00,3.000000000000000000e+00
2.313013076782226562e-01,2.979334294795989990e-01,-1.065626303707260858e+00,3.000000000000000000e+00
2.335832566022872925e-01,2.671762704849243164e-01,-1.260528765135460416e+00,1.000000000000000000e+00
2.359567582607269287e-01,2.358500808477401733e-01,-1.152288262313588829e+00,3.000000000000000000e+00
2.384013235569000244e-01,2.039387971162796021e-01,-1.143090113233539595e+00,3.000000000000000000e+00
2.407857924699783325e-01,1.714157015085220337e-01,-1.364077938122476352e+00,1.000000000000000000e+00
2.432335913181304932e-01,1.383135914802551270e-01,-1.500711537210576152e+00,3.000000000000000000e+00
2.457497566938400269e-01,1.046224683523178101e-01,-1.684419560084846834e+00,3.000000000000000000e+00
2.482322752475738525e-01,7.099915295839309692e-02,6.852497405650808115e-01,2.000000000000000000e+00
2.506203651428222656e-01,3.741246089339256287e-02,2.304081244377414461e-01,2.000000000000000000e+00
2.528498768806457520e-01,4.456160124391317368e-03,1.248865477558713266e+01,2.000000000000000000e+00
2.551813125610351562e-01,-2.718904241919517517e-02,6.255668361311006898e+00,2.000000000000000000e+00
2.616487443447113037e-01,-4.113871231675148010e-02,-1.000000000000000000e+02,2.000000000000000000e+00
4.315853118896484375e-03,1.391607284545898438e+00,4.046968674539511035e+00,2.000000000000000000e+00
6.583309266716241837e-03,1.381840348243713379e+00,-2.361325803409697333e+00,3.000000000000000000e+00
8.961295709013938904e-03,1.372486591339111328e+00,1.321617088175952359e+00,2.000000000000000000e+00
1.124525070190429688e-02,1.362523078918457031e+00,-1.007561256308320052e+00,1.000000000000000000e+00
1.361970882862806320e-02,1.351965665817260742e+00,-2.238743943281234383e+00,3.000000000000000000e+00
1.599435880780220032e-02,1.340808272361755371e+00,-1.666277543551501594e+00,0.000000000000000000e+00
1.846227608621120453e-02,1.329050898551940918e+00,-2.401836225332515173e+00,3.000000000000000000e+00
2.092094346880912781e-02,1.317851543426513672e+00,2.427955653521604695e+00,2.000000000000000000e+00
2.337989769876003265e-02,1.306052565574645996e+00,-1.860640238276914715e+00,0.000000000000000000e+00
2.593221701681613922e-02,1.293652296066284180e+00,-2.598741815060377380e+00,3.000000000000000000e+00
2.839622460305690765e-02,1.280658364295959473e+00,-1.323241558004041307e+00,1.000000000000000000e+00
3.079118765890598297e-02,1.267064332962036133e+00,-1.274461778615459506e+00,1.000000000000000000e+00
3.318633884191513062e-02,1.252870678901672363e+00,-1.547859481430407413e+00,0.000000000000000000e+00
3.550615161657333374e-02,1.238074183464050293e+00,-1.023184451566094166e+00,1.000000000000000000e+00
3.791704028844833374e-02,1.222659826278686523e+00,-2.001667374903830510e+00,3.000000000000000000e+00
4.023513942956924438e-02,1.206651449203491211e+00,-8.321613186054139799e-01,1.000000000000000000e+00
4.246206209063529968e-02,1.190064072608947754e+00,-5.325211523144435244e-01,1.000000000000000000e+00
4.459638521075248718e-02,1.172882199287414551e+00,-3.455421127005979809e-01,1.000000000000000000e+00
4.678993299603462219e-02,1.155084252357482910e+00,-1.080648944534685851e+00,3.000000000000000000e+00
4.889488220214843750e-02,1.137280464172363281e+00,1.631125939925664126e+00,2.000000000000000000e+00
